140.5,46.4,150.2,1,-3.4,-78.4,166.2,0,80,90
140.6,46.4,150.2,1,-3.4,-78.5,166.0,0,80,90
140.6,46.5,150.2,1,-3.4,-78.5,165.9,0,80,90
140.6,46.4,150.2,1,-3.4,-78.5,165.9,0,80,90
140.7,46.5,150.2,1,-3.4,-78.5,165.8,0,80,90
140.7,46.5,150.2,1,-3.4,-78.6,165.7,0,80,90
140.8,46.6,150.2,1,-3.4,-78.6,165.6,0,80,90
140.8,46.7,150.2,1,-3.5,-78.6,165.6,0,80,90
140.8,46.7,150.2,1,-3.7,-78.6,165.6,0,80,90
140.8,46.8,150.2,1,-3.7,-78.6,165.6,0,80,90
140.8,46.9,150.2,1,-3.8,-78.6,165.6,0,80,90
140.8,47.2,150.1,1,-3.9,-78.6,165.5,0,80,90
140.8,47.5,150.1,1,-3.9,-78.7,165.1,0,80,90
140.8,47.6,150.1,1,-4.1,-78.7,165.0,0,80,90
140.8,47.6,150.1,1,-4.4,-78.7,164.7,0,80,90
140.8,47.7,150.1,1,-4.6,-78.7,164.5,0,80,90
140.8,47.8,150.1,1,-4.7,-78.7,164.3,0,80,90
140.8,47.7,150.1,1,-4.7,-78.7,163.7,0,80,90
140.8,47.5,149.9,1,-4.8,-78.7,162.9,0,80,90
140.8,47.3,149.2,1,-5.0,-78.3,161.8,0,80,90
140.8,47.0,147.8,1,-5.1,-78.0,160.2,0,80,90
140.8,46.8,146.5,1,-5.2,-77.8,158.6,0,80,90
140.8,46.6,144.8,1,-5.3,-77.6,157.1,0,80,90
140.8,46.4,143.4,1,-5.5,-77.5,155.7,0,80,90
140.8,46.2,141.9,1,-5.7,-77.4,154.2,0,80,90
140.8,46.2,140.4,1,-5.8,-77.4,152.8,0,80,90
140.8,46.4,139.0,1,-6.0,-77.4,151.3,0,80,90
140.8,46.6,137.5,1,-6.0,-77.4,149.9,0,80,90
140.8,46.8,136.1,1,-6.0,-77.7,148.4,0,80,90
140.8,47.2,134.6,1,-6.0,-77.9,146.9,0,80,90
140.8,47.6,133.2,1,-6.0,-78.0,145.5,0,80,90
140.8,48.0,131.9,1,-6.0,-78.3,144.2,0,80,90
140.8,48.5,130.8,1,-6.0,-78.5,143.0,0,80,90
140.8,48.9,129.6,1,-6.0,-78.7,141.7,0,80,90
140.8,49.3,128.5,1,-6.0,-79.0,140.4,0,80,90
140.8,49.7,127.4,1,-6.0,-79.4,139.1,0,80,90
140.8,50.4,126.0,1,-6.0,-80.0,137.6,0,80,90
140.8,51.2,124.9,1,-6.0,-80.6,136.1,0,80,90
140.8,51.7,123.7,1,-6.0,-81.0,134.6,0,80,90
140.8,52.2,122.3,1,-6.0,-81.6,133.2,0,80,90
140.8,52.8,121.0,1,-6.0,-82.3,131.7,0,80,90
140.8,53.4,119.7,1,-6.0,-83.0,130.0,0,80,90
140.8,54.1,118.5,1,-6.0,-83.7,128.5,0,80,90
140.8,54.8,117.1,1,-6.0,-84.5,126.8,0,80,90
140.8,55.5,115.8,1,-6.0,-85.2,125.5,0,80,90
140.8,56.1,114.3,1,-6.0,-86.0,124.2,0,80,90
