140.2,54.5,144.3,0,-5.1,-88.3,156.4,0,80,80
140.2,54.5,144.3,0,-5.1,-88.3,156.4,0,80,80
140.2,54.5,144.3,0,-5.1,-88.3,156.4,0,80,80
140.2,54.5,144.3,0,-5.2,-88.2,156.4,0,80,80
140.2,54.5,144.3,0,-5.3,-88.1,156.4,0,80,80
140.2,54.5,144.3,0,-5.3,-87.9,156.4,0,80,80
140.2,54.5,144.3,0,-5.3,-87.0,156.8,0,80,80
140.2,54.5,144.3,0,-5.3,-85.6,157.4,0,80,80
140.2,54.5,144.3,0,-5.3,-83.9,157.9,0,80,80
140.2,54.5,144.3,0,-5.3,-82.4,158.2,0,80,80
140.2,54.5,144.3,0,-5.2,-80.8,159.0,0,80,80
140.2,54.5,144.3,0,-5.2,-79.0,159.2,0,80,80
140.2,54.5,144.3,0,-5.2,-76.9,159.3,0,80,80
140.2,54.5,144.3,0,-5.2,-75.1,159.3,0,80,80
140.2,54.5,144.3,0,-5.2,-73.1,159.3,0,80,80
140.2,54.5,144.3,0,-5.2,-71.4,159.2,0,80,80
140.2,54.5,144.3,0,-5.3,-70.4,159.2,0,80,80
140.2,54.5,144.3,0,-5.3,-68.8,159.0,0,80,80
140.2,54.5,144.3,0,-5.3,-67.1,158.6,0,80,80
140.2,54.5,144.3,0,-5.3,-65.3,157.8,0,80,80
140.2,54.5,144.3,0,-5.3,-63.4,156.3,0,80,80
140.2,54.5,144.3,0,-5.3,-61.9,154.7,0,80,80
140.2,54.5,144.3,0,-5.3,-60.5,153.4,0,80,80
140.2,54.5,144.3,0,-5.3,-59.1,151.7,0,80,80
140.2,54.5,144.3,0,-5.3,-57.9,150.5,0,80,80
140.2,54.5,144.3,0,-5.3,-56.8,149.2,0,80,80
140.2,54.5,144.3,0,-5.3,-55.3,147.7,0,80,80
140.2,54.5,144.3,0,-5.3,-53.7,145.8,0,80,80
140.2,54.5,144.3,0,-5.3,-52.1,143.5,0,80,80
140.2,54.5,144.3,0,-5.3,-50.7,141.2,0,80,80
140.2,54.5,144.3,0,-5.2,-49.3,138.8,0,80,80
140.2,54.5,144.3,0,-4.9,-48.2,137.5,0,80,80
140.2,54.5,144.3,0,-4.5,-48.2,137.4,0,80,80
140.2,54.5,144.3,0,-4.1,-49.6,138.2,0,80,80
140.2,54.5,144.3,0,-4.2,-51.8,140.1,0,80,80
