141.1,41.4,147.2,1,-7.4,-68.8,156.8,1,60,90
141.0,41.7,147.2,1,-7.5,-69.1,156.8,1,60,90
141.1,41.7,147.2,1,-7.5,-69.3,156.8,1,60,90
141.1,42.0,147.2,1,-7.6,-69.4,156.7,1,60,90
141.2,42.3,147.2,1,-8.1,-69.6,156.7,1,60,90
141.2,42.4,147.2,1,-8.7,-69.7,156.7,1,60,90
141.2,42.6,147.2,1,-8.9,-69.9,156.6,1,60,90
141.2,42.7,147.2,1,-8.6,-70.2,156.4,1,60,90
141.2,42.5,147.2,1,-8.6,-70.2,156.4,1,60,90
141.3,42.3,147.2,1,-8.5,-70.4,155.7,1,60,90
141.3,42.3,147.2,1,-8.2,-70.9,154.3,1,60,90
141.2,43.0,147.1,1,-8.0,-72.0,152.3,1,60,90
141.3,44.1,145.8,1,-7.7,-72.9,149.9,1,60,90
141.3,46.2,143.7,1,-7.6,-74.6,146.8,1,60,90
141.3,48.7,141.1,1,-7.5,-76.5,143.5,1,60,90
141.3,51.3,138.3,1,-7.5,-78.5,140.4,1,60,90
141.3,53.4,135.5,1,-7.5,-80.2,137.5,1,60,90
141.3,55.2,133.0,1,-7.5,-81.6,134.6,1,60,90
141.3,56.7,130.8,1,-7.5,-82.6,132.3,1,60,90
141.3,58.0,128.4,1,-7.5,-83.4,130.0,1,60,90
141.3,59.2,126.2,1,-7.5,-84.4,127.8,1,60,90
141.3,60.3,123.9,1,-7.5,-85.5,125.6,1,60,90
141.3,61.6,121.5,1,-7.5,-86.7,123.3,1,60,90
141.3,63.2,119.0,1,-7.5,-88.3,121.1,1,60,90
141.3,64.5,116.5,1,-7.5,-89.6,118.8,1,60,90
141.3,65.5,114.1,1,-7.5,-90.6,116.8,1,60,90
141.3,65.2,112.6,1,-7.5,-91.1,115.1,1,60,90
141.2,62.7,112.3,1,-7.5,-91.5,113.6,1,60,90
141.2,58.5,112.3,1,-7.5,-92.1,112.1,1,60,90
141.2,53.3,112.4,1,-7.5,-93.2,110.3,1,60,90
141.1,48.9,112.4,1,-7.6,-94.1,108.9,1,60,90
141.0,45.8,112.2,1,-7.7,-94.3,107.9,1,60,90
141.0,45.7,111.4,1,-7.7,-92.6,107.8,1,60,90
141.1,47.5,110.0,1,-7.5,-88.1,107.9,1,60,90
141.1,50.2,107.8,1,-7.4,-83.7,107.8,1,60,90
141.2,53.1,105.6,1,-7.3,-82.0,107.7,1,60,90
141.2,55.3,103.7,1,-7.5,-81.6,107.5,1,60,90
141.2,55.5,102.7,1,-7.7,-81.5,107.3,1,60,90
141.2,54.3,102.2,1,-7.3,-81.1,107.1,1,60,90
141.0,51.1,102.2,1,-7.5,-79.2,107.1,1,60,90
140.9,46.8,102.2,1,-7.3,-75.7,107.2,1,60,90
140.4,43.0,102.2,1,-7.1,-72.1,107.2,1,60,90
140.1,40.6,102.1,1,-6.8,-69.7,107.1,1,60,90
140.1,40.2,101.9,1,-6.7,-69.2,107.0,1,60,90
140.1,41.0,101.0,1,-6.6,-69.9,106.5,1,60,90
140.2,43.2,99.4,1,-6.3,-72.4,105.5,1,60,90
140.2,46.1,97.6,1,-6.1,-75.6,104.2,1,60,90
140.2,49.1,95.9,1,-6.1,-79.2,102.8,1,60,90
140.2,52.6,94.0,1,-6.1,-83.0,101.3,1,60,90
140.2,55.5,92.5,1,-6.0,-85.6,100.3,1,60,90
